title,artwork_date,artist_name,birth_year,birth_year_key
"Pavilion of West Germany, Zagreb Fair, Zagreb, Croatia (View of the northeastern façade, 2016)",2016,Ivan Vitić,1917,1917
"Pavilion of West Germany, Zagreb Fair, Zagreb, Croatia (View of the northeastern façade, 2016)",2016,Krunoslav Tonković,1917,1917
"Monument to the Uprising of the People of Kordun and Banija, Petrova Gora, Croatia",2016,Vojin Bakić,1915,1915
"Monument to the Uprising of the People of Kordun and Banija, Petrova Gora, Croatia",2016,Berislav Šerbetić,1935,1935
"Monument to the Uprising of the People of Kordun and Banija, Petrova Gora, Croatia",2016,Zoran Bakić,1942,1942
"Diagnostic and Therapeutic Wing of the University Medical Center, Ljubljana, Slovenia (Interior view of entrance hall, 2016)",2016,Stanko Kristl,1922,1922
"Study Technology, Master Science (Izuchit’ tekhniku, ovladet’ naukoi) (Poster for the Mastery of Technology [ZOT] program)",1933,Maria Bri-Bein,1892,1892
"By Opening Daycares, Playgrounds, Factory Kitchens, Cafeterias and Mechanized Laundries, We Will Introduce 1,600,000 New Women Workers into the Workforce to Work Toward the Completion of the Five-Year Plan (Organizuia iasli, detploshchadki, fabriki-kukhni, stolovye, i mekhanicheskie prachechnye—dadim 1,600,000 novykh rabotnits na vypolnenie piatiletki)",1931,Anna Borovskaya,1901,1901
"On the Changing Times (Op de Kentering Der Tijden) by Viktor Engelhardt, Adolph Behne, Julius Basche, Fritz Jöde, and E.R. Muller",1925,Koos Vorrink,1891,1891
We Will Stand Guard Over Our Power Lines! (Budem okhraniat’ elektroprovoda),1928,Elizaveta Lavinskaia,1901,1901
The Pan-Pacific Secretariat (Tikhookeanskii sekretariat) (Poster no. 7 from History of the International Trade Union Movement [Istoriia mezhdunarodnogo profdvizheniia]),1928,Lydia Naumova,1902,1902
"Promotional flyer for Insect Frolic Costume Ball, Webster Hall, New York, February 9, 1923",1923,Clara Tice,1888,1888
No Title (The Ugly American),1962,Hervé Télémaque,1937,1937
María's Great Expedition,1995,Christina Fernandez,1965,1965
Of All People,2011,Sheela Gowda,1957,1957
"Untitled (International Surrealist Exhibition, Paris)",1938,Roger Schall,1904,1904
Yanomami parle par gestes (Yanomami speaks through hand gestures),1965,Barbara Brändli,1932,1932
Zona de Tolerancia Tolerance (Tolerance Zone),1961,Daniel González,1934,1934
Untitled from Communication Series 2,1999,Cang Xin,1966,1966
One Hundred Signs of Demolition (Chai),1999,Wang Jinsong,1963,1963
No. 6 from Another Battle series,2001,Wang Qingsong,1966,1966
"Avala TV Tower, Mount Avala, Belgrade, Serbia (Exterior view, 2016)",2016,Milan Krstić,1914,1914
"Avala TV Tower, Mount Avala, Belgrade, Serbia (Exterior view, 2016)",2016,Uglješa Bogunović,1922,1922
"Avala TV Tower, Mount Avala, Belgrade, Serbia (Exterior view, 2016)",2016,Slobodan Janjić,1928,1928
A Village Near Delhi,1976,Raghu Rai,1942,1942
Untitled from Pinhole Photograph series,1986,Adam Fuss,1961,1961
Untitled (Photo shoot at a school for one of the many modeling groups who had begun to embrace natural hairstyles in the 1960s),1964,Kwame Brathwaite,1938,1938
Freedom Farming,2014,Li Binyuan,1985,1985
Weed Killer,2017,P Staff,1987,1987
Untitled Photo-Dessin,1936,Ei-Q (Hideo Sugita),1911,1911
Siesta Argentina,2001,Facundo de Zuviría,1954,1954
Pine Tree Flag 1,2017,Marina Pinsky,1986,1986
From the series Voynich Botanical Studies,2013,Ulrik Heltoft,1973,1973
From the series Voynich Botanical Studies,2013,Miljohn Ruperto,1971,1971
City Life,2016,Aïda Muluneh,1974,1974
"Monument to the Fighters Fallen in the People’s Liberation Struggle, Ilirska Bistrica, Slovenia",2016,Živa Baraga,1931,1931
"Monument to the Fighters Fallen in the People’s Liberation Struggle, Ilirska Bistrica, Slovenia",2016,Janez Lenassi,1927,1927
Taos Quartet in Three Movements by Merle Armitage,1950,Merle Armitage,1893,1893
Águila Beige (Brown Eagle),1977,Aurèlia Muñoz,1926,1926
Untitled (2015-196),2015,Leopold Strobl,1960,1960
Address Chip,1993,Melvin Way,1954,1954
"Yellow Sunday, Pink Kiss",2017,Loredana Sperini,1970,1970
Sans titre,2017,Silvia Buonvicini,1966,1966
The Advantages of Being a Lesbian Woman Artist,2006,A.L. Steiner,1967,1967
A Diptych in Five Parts,2016,Nathlie Provosty,1981,1981
Water/Skin,2017,Martha Tuttle,1989,1989
Let's Take Back Our Space: 'Female' and 'Male' Body Language as a Result of Patriarchal Structures,1977,Marianne Wex,1937,1937
Boqueron (Breach),1979,Jorge Ortiz,1948,1948
Fossile bookcase,2008,Mostapha El Oulhani,1982,1982
Pêle-Mêle stool,2015,Sibille Berger,1987,1987
Pêle-Mêle stool,2015,Delphine Meriaux,1988,1988
Drawing for Project,1962,Per Olof Ultvedt,1927,1927
One as Two & More: Ascending & Descending Arrows II,1978,Roberta Allen,1945,1945
Project at Pomona College Art Gallery,1970,Michael Asher,1943,1943
Elements Transfer: Sky- Earth-Water,1969,Ingrid Baxter,1938,1938
Graffiti Renaissance,1986,William Cordero (Bill Blast),1964,1964
Henry,1982,Kase2 (Jeff Brown),1958,1958
Escal,1972,Rosemarie Castoro,1939,1939
Film and Video Theatre,1979,William Childress,1933,1933
Turboo 2 Cut!,1984,Delta 2 (Calvin Gonzales),1965,1965
Outline for Burner on 3 Train,1987,ERO (Dominique Philbert),1967,1967
Square #1 - 2672,1934,Oskar Fischinger,1900,1900
Study for Wall Painting,1972,Richard Jackson,1939,1939
Cloud Canyons and Some Reflections on the Random in Life and Art,1963,David Medalla,1942,1942
Brickwork,1992,José Rafael Moneo,1937,1937
Instructions for White Paintings,1965,Billy Klüver,1927,1927
"Untitled (Pablo Picasso with Oscar Dominguez's surrealist object Jamais, 1937)",1938,Nick de Morgoli,1916,1916
Metamorphosis of Space: Introduction into the Urban Environment of Archetypes,1979,Andrei Bokov,1943,1943
Figures of Space: Intersections,1981,Vyacheslav Petrenko,1947,1947
"Sepulchral Skyscraper or Self-Elevating Metropolitan Columbarium (Elevations, plans, and perspectives)",1983,Yuri Avvakumov,1957,1957
"Sepulchral Skyscraper or Self-Elevating Metropolitan Columbarium (Elevations, plans, and perspectives)",1983,Mikhail Belov,1956,1956
Leonidovsk,1987,Yuri Kuzin,1964,1964
Matryoshka House,1984,Igor Pischukevich,1958,1958
Trolleybus Stop “Kropotkinskaya”,1984,Lev Evzovich,1958,1958
Trolleybus Stop “Kropotkinskaya”,1984,Mark Khaisman,1958,1958
Palace of Peace and Nations,1985,Alexei Gutnov,1937,1937
Palace of Peace and Nations,1985,Boris Levyant,1955,1955
Palace of Peace and Nations,1985,Sergei Lobachev,1955,1955
Palace of Peace and Nations,1985,Ivan Shalmin,1959,1959
Bulwark of Revival,1985,Totan Kuzembaev,1953,1953
Bulwark of Revival,1985,Andrei Ivanov,1960,1960
Bulwark of Revival,1985,Vyacheslav Aristov,1960,1960
Dwelling of the Future,1987,Sergei Korobov,1959,1959
Town House,1985,Mikhail Labazov,1964,1964
Town House,1985,Andrei Cheltsov,1960,1960
Donate Money for the Reconstruction of the Palace of Soviets!,1990,Alexander Zossimov,1960,1960
Information Space,1987,Andrei Savin,1961,1961
City of Orphans,1987,Vika Voronova,1963,1963
Post-socialist City #2,1988,Vladimir Tyurin,1964,1964
Viaduct-City,1987,Iskander Galimov,1960,1960
Mosaic in Architecture,1991,Dmitry Bush,1958,1958
Mosaic in Architecture,1991,Sergei Chuklov,1956,1956
Mon Plaisir (My Pleasure),1985,Alexander Khomyakov,1957,1957
Facade of the Village Soviet,1990,Sergei Grebennikov,1960,1960
Facade of the Village Soviet,1990,Andrei Chernov,1959,1959
House of Sleeping Tree,1985,Viktor Smyshlyaev,1959,1959
House of Sleeping Tree,1985,Slava Mizin,1962,1962
House on Zubovskaya Square,1985,Evgeny Burov,1960,1960
Pair of Perspective Skyscrapers,1986,Dmitry Ivanov,1962,1962
Museum of submarine animals and plants,1989,Andrei Kuznetsov,1962,1962
Love / Hate,1988,Vera Chuklova,1957,1957
"Untiled, PB #1097 (New York City, NY)",1969,Jared Bark,1944,1944
296 79,1979,Algirdas Šeškus,1945,1945
Untitled (Remedios Varo wearing a mask by Leonora Carrington),1962,Kati Horna,1912,1912
Style for the Year 2001,1984,Mikhail Filippov,1954,1954
Glory to the First Cosmonaut,1961,Anna Andreeva,1917,1917
M 3x3,1973,Analivia Cordeiro,1956,1956
Reabracadabra,1985,Eduardo Kac,1962,1962
O Século,2011,Tiago Mata Machado,1973,1973
What is Poetry to You?,1980,Cecilia Vicuña,1948,1948
Cinematic Illumination,1968,Shuzo Azuchi Gulliver,1947,1947
The Torn First Pages,2004,Amar Kanwar,1964,1964
Glass II,2017,Mediated Matter Group,2010,2010
"Facade panel from the Eberswalde Technical School Library, Eberswalde, Germany",1994,Basel,1958,1958
(3+4) SR,1969,Rasheed Araeen,1935,1935
"Harold's Chicken Shack, from the Color(ed) Theory Suite",2014,Amanda Williams,1974,1974
"Ocean 33 ° 02'47 ""S / 51 ° 04'00” N",2013,Enrique Ramírez,1979,1979
"Karla Ivonne, Pista de Baile del club ‘Ruv’ (Karla Ivonne, dance floor from the club ‘Ruv’)",2016,Teresa Margolles,1963,1963
"Dominus Winery, Yountville, Napa Valley, California (Section, Gabion wall)",1994,Mario Meier,1938,1938
Gray Gray Grid,1993,Sigfredo Chacón,1950,1950
"Margaret French, Fire Island",1939,Margaret Hoening French,1906,1906
2018 USA Forever,2018,Gardar Eide Einarsson,1976,1976
De la Reforma a la Contrarreforma,2016,Leandro Feal,1986,1986
Summer Love,2000,Piotr Uklanski,1968,1968
Water Carafe,2007,Aldo Bakker,1971,1971
Man with Guitar (L’Homme à la guitare),1970,Sanlé Sory,1943,1943
Antic Meet,1964,Arne Arnbom,1922,1922
Desk lamp (model 114),1939,Frank Del Giudice,1917,1917
Planter (model IN-1),1955,LaGardo Tackett,1911,1911
Credenza,1955,Florence Knoll,1917,1917
Chalkboard,1920,Ko Verzuu,1901,1901
"""Rialto"" telephone",1972,Giorgetto Giugiaro,1938,1938
"""Gabon"" textile",1982,Nathalie du Pasquier,1957,1957
Nest Learning Thermostat,2011,Nest Labs,2010,2010
35mm film camera (model PC35 AF),1982,Pentax,1919,1919
35mm rangefinder film camera (model IIf),1951,Leica Camera AG,1914,1914
After General Idea,2018,AA Bronson,1946,1946
Position Series,2007,K8 Hardy,1977,1977
Una Moziki,1960,Jean Depara,1928,1928
Aloda,1996,Romuald Hazoumè,1962,1962
Sinister Project,2006,Abu Bakarr Mansaray,1970,1970
Long Live Utex Africa,1989,Moké,1950,1950
Les catieurs de Kintambo,1975,Ambroise Ngaimoko,1949,1949
Studies for an Antifascist Memorial,1960,Bogdan Bogdanović,1922,1922
"West Gate of Belgrade (Genex Tower), Belgrade, Serbia",2016,Mihajlo Mitrović,1922,1922
"""Danube Flower"" restaurant, Belgrade, Serbia",2016,Ivan Antić,1923,1923
"Sava Center, Belgrade, Serbia",2016,Stojan Maksimović,1934,1934
"Apartment Building of the Military Directorate, Zagreb, Croatia (Interior view of the staircase)",2016,Drago Galić,1907,1907
"Battle of the Sutjeska Memorial Center, Tjentište, Bosnia and Herzegovina",2016,Ranko Radović,1935,1935
"Hotel Adriatic II, Opatija, Croatia",2016,Branko Žnidarec,1937,1937
"Monument to the Revolution of the people of Moslavina, Podgarić, Croatia",2016,Dušan Džamonja,1928,1928
Surviving Active Shooter Custer,2018,Hock E Aye Vi Edgar Heap of Birds,1954,1954
Oneiric (Onírica),1958,Dulce Carneiro,1929,1929
The Broken Glass (O vidro partido),1952,Maria Helena Valente da Cruz,1927,1927
Sunday (Domingo),1953,Barbara Mors,1925,1925
Autobahn,1974,Kraftwerk,1970,1970
"The Heliocentric Worlds of Sun Ra, Vol. 1",1974,Sun Ra,1914,1914
"Frames, Branch & Leaf",2018,Paul Coldwell,1952,1952
Le Poète (The Poet),1976,Hervé Guibert,1955,1955
Accumulation with Talking Plus Water Motor,1986,Jonathan Demme,1944,1944
Rummage Sale and Floor of the Forest,1971,Elaine Summers,1925,1925
Roof Piece,1973,Babette Mangolte,1941,1941
Composition with Pebbles,1959,Saloua Raouda Choucair,1916,1916
Galvanoscope 2 (Film A and Film B),2018,Raha Raissnia,1968,1968
Remodelling Photo History: Industrialization,1981,Jo Spence,1934,1934
Remodelling Photo History: Industrialization,1981,Terry Dennett,1938,1938
Brushstrokes in a Victorian Flower Album: Long Headed Poppy,2000,Suzanne Bocanegra,1957,1957
"1983 Christo ""Scar Face""",1990,Buster Cleveland,1943,1943
The Face of War–Silent,2003,herman de vries,1931,1931
Untitled (1030),2010,Mark Williams,1950,1950
MARS - Modular Artificial Reef Structure,2013,Alex Goad,1989,1989
Anima dinnerware set,2018,Kosuke Araki,1988,1988
"""Palm Stool"" from Can City",2013,Alexander Groves,1983,1983
"""Palm Stool"" from Can City",2013,Azusa Murakami,1984,1984
Tracing\Piece 1,2015,Caroline Slotte,1975,1975
Intake Facility for an Anonymous Client,2017,Mustafa Faruki,1979,1979
"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",1969,Valentine Gunasekara,1931,1931
"Lupe's Kitchen Window, San Leandro, CA",1975,Joanne Leonard,1940,1940
"Expanded X, Treated Twice",2018,Julia Phillips,1985,1985
Liquid Printed Light (Pendant),2018,Christophe Guberan,1985,1985
Blue Cloud,1957,Benode Behari Mukherjee,1904,1904
Mother of Man,1968,Barbara Jones-Hogu,1938,1938
Revolutionary,1972,Wadsworth Jarrell,1929,1929
Ghaith at Home,2016,Farah Al Qasimi,1991,1991
Scheibenhenkel (Disk handle) teapot,1929,Margarete (Grete) Heymann Loebenstein Marks,1899,1899
"The Black Panther Newspaper, vol. 3, no. 2 (Free Huey)",1969,Emory Douglas,1943,1943
"""Support"" table from the Palazzo Gualino",1928,Guiseppe Pagano,1896,1896
"""Support"" table from the Palazzo Gualino",1928,Gino Levi Montalcini,1902,1902
Red Film,2018,Sara Cwynar,1985,1985
Being Human,2019,Christopher Kulendran Thomas,1979,1979
Windows on the World (Part 2),2014,Ming Wong,1971,1971
Workers Leaving the Googleplex,2011,Andrew Norman Wilson,1986,1986
Think Evolution #1 : Kiku-ishi (Ammonite),2016,Aki Inomata,1983,1983
Black Power Afro pick hair comb,1972,Anthony Romani,1938,1938
Black Power Afro pick hair comb,1972,Henry M. Childrey,1925,1925
Black Power Afro pick hair comb,1972,Samuel H. Bundles Jr.,1927,1927
Anatomy of an AI System,2018,Kate Crawford,1976,1976
Anatomy of an AI System,2018,Vladan Joler,1977,1977
How to Make Money Religiously,2014,Laure Prouvost,1978,1978
Algae Geographies glasses and carafes,2019,Atelier Luma / Luma Arles,2016,2016
Algae Geographies glasses and carafes,2019,Eric Klarenbeek,1978,1978
Algae Geographies glasses and carafes,2019,Studio Klarenbeek & Dros,2014,2014
"Natalia for Egoiste, Studio rue Paul Fort, Paris",2003,Paolo Roversi,1947,1947
VVEBCAM,2007,Petra Cortright,1986,1986
"The Black Panther Newspaper, vol. 3, no. 17 (Eldridge Cleaver's new baby)",1969,Yolanda Lopez,1942,1942
The Black Panther Coloring Book,1968,Mark Teemer (Akinsanya Kambon),1946,1946
Tapestry no. 6,1958,Yente (Eugenia Crenovich),1905,1905
Cherry Lips,2015,Pacifico Silano,1986,1986
Highway,1995,Barbara Ess,1944,1944
"Elizaveta ""Lila"" Nikolska in the Parthenon, Athens, Greece",1930,Nelly (Elli Sougioultzoglou-Seraidari),1899,1899
Disease Thrower #5,2019,Guadalupe Maravilla,1976,1976
Raja Ampat,2018,Helen Marden,1941,1941
"Post-Partum Document: Documentation IV, Transitional Objects, Diary and Diagram (prototype)",1976,Mary Kelly,1941,1941
The Couple in the Cage: Guatinaui Odyssey,1993,Coco Fusco,1960,1960
The Couple in the Cage: Guatinaui Odyssey,1993,Paula Heredia,1957,1957
Robarte el arte,1972,Juan José Gurrola,1935,1935
Robarte el arte,1972,Gelsen Gas,1933,1933
Robarte el arte,1972,Arnaldo Coen,1940,1940
Pulled in Brooklyn,2019,Sheryl Oppenheim,1983,1983
Pulled in Brooklyn,2019,Ruby Sky Stiler,1979,1979
La Reina del Barrio,1974,Judithe Hernández,1948,1948
Never Alone (Kisima Inŋitchuŋa),2014,E-Line Media,2008,2008
Never Alone (Kisima Inŋitchuŋa),2014,Ishmael (Angaluuk) Hope,1981,1981
Never Alone (Kisima Inŋitchuŋa),2014,Cook Inlet Tribal Council,1983,1983
Dyslympics 2680,2018,Sachiko Kazama,1972,1972
"""Oscar"" car design template",1950,General Motors Corporation,1908,1908
Tower of Babel (Immigrants),1974,Nil Yalter,1938,1938
Wačháŋtognaka | Nurture from the suite Takes Care of Them,2019,Dyani White Hawk,1976,1976
Floating Boat Creepy Wing,1966,Frank Jones,1900,1900
Till Death Us Do Part,1982,Theo Eshetu,1958,1958
Wakeah,2018,Cara Romero,1977,1977
Party on the CAPS,2018,Meriem Bennani,1988,1988
"Vanna Brown, Azteca Style",1990,Hulleah J. Tsinhnahjinnie,1954,1954
M.R.M (Sex),1929,Claude Cahun (Lucy Schwob),1894,1894
Jimmy the Storyteller,1947,Ruth Orkin,1921,1921
Interior Cartography #35,1996,Tatiana Parcero,1967,1967
Co-Ed Magazine #1-5,1973,Suzy Lake,1947,1947
True North,2019,Dionne Lee,1988,1988
Terri (talking about the freeway),2018,Zora J Murff,1987,1987
The Architecture of Rifat Chadirji,1984,Rifat Chadirji,1926,1926
Drawing from Paul Klee's Bauhaus preliminary course,1929,Arieh Sharon,1900,1900
Primary route sign for British roadways,1957,Jock Kinneir,1917,1917
Primary route sign for British roadways,1957,Margaret Calvert,1936,1936
Primary route sign for British roadways,1957,Simon Morgan,1957,1957
Untitiled,2015,Sohrab Hura,1981,1981
Catalogue Number 1941.30.2,2019,Wendy Red Star,1981,1981
Fatebe Volume 2,2018,Ebecho Muslimova,1984,1984
2 Letter Ms (From the Cycle M As in Malevich) (2 Lettres M [du cycle M comme Malevich]),1961,Vera Molnar,1924,1924
Inside,2016,Playdead,2006,2006
Inside,2016,Arnt Jensen,1971,1971
Everything is Going to be OK,2017,Nathalie Lawhead,1983,1983
The Stanley Parable,2011,Davey Wreden,1988,1988
Getting Over It with Bennett Foddy,2017,Bennett Foddy,1978,1978
Alufá Rufino,2020,Dalton Paula,1982,1982
Salacia,2019,Tourmaline,1983,1983
"Fuyang Cultural Complex, Fuyang, China",2016,Wang Shu,1963,1963
"Fuyang Cultural Complex, Fuyang, China",2016,Lu Wenyu,1966,1966
"Long Museum West Bund, Shanghai, China",2011,Liu Yichun,1969,1969
"Long Museum West Bund, Shanghai, China",2011,Chen Yifeng,1972,1972
"Bamboo Theater, HengKeng Village, Songyang, China",2015,Xu Tiantian,1975,1975
Taobao Village - Smallacre City,2018,Han Li,1978,1978
Taobao Village - Smallacre City,2018,Yan Hu,1978,1978
Taobao Village - Smallacre City,2018,Yuan Ruizhe,1997,1997
Taobao Village - Smallacre City,2018,Ji Jiawei,1994,1994
Taobao Village - Smallacre City,2018,Liu Liyuan,1997,1997
Taobao Village - Smallacre City,2018,Ye Zichen,1996,1996
Taobao Village - Smallacre City,2018,Zhang Xintong,1990,1990
"UCCA Dune Art Museum, Aranya, Hebei, China (Spatial model, scale 1:50)",2015,Li Hu,1973,1973
"UCCA Dune Art Museum, Aranya, Hebei, China (Spatial model, scale 1:50)",2015,Huang Wenjing,1973,1973
"Angdong Hospital, Baojing, Hunan Province, China",2011,Joshua Bolchover,1974,1974
"Angdong Hospital, Baojing, Hunan Province, China",2011,John Lin,1975,1975
"Jingdezhen Imperial Kiln Museum, Jingdezhen, Jiangxi, China",2016,Zhu Pei,1962,1962
"Tulou Collective Housing, Nanhai, Guandong, China",2005,Xiao Du Liu,1961,1961
Crossing Time,2022,Genesis Baez,1990,1990
"Tulou Collective Housing, Nanhai, Guandong, China",2005,Yan Meng,1964,1964
"Tulou Collective Housing, Nanhai, Guandong, China",2005,Hui Wang,1967,1967
"Seashore Library - Aranya, Heibei, China (Kinetic sectional model)",2014,Dong Gong,1972,1972
America,2019,Garrett Bradley,1986,1986
Wistful Self-Portrait,1946,Ilka Gedő,1921,1921
Cóctel (Cocktail),1996,Alejandro Kuropatwa,1956,1956
Vertigo #2,2011,Ouattara Watts,1957,1957
Unknown Pleasures,2019,Matthew Wong,1984,1984
Untitled 3,2018,Marina Adams,1960,1960
Fine Ants (Blackout),2018,Eddie Martinez,1977,1977
9000 lb. Line,2018,Sam Moyer,1983,1983
Bits,2019,Wyatt Kahn,1983,1983
She Was a Real Trouper – Acts of Service,2020,Nina Chanel Abney,1982,1982
